Target,Pair,Lag,Model,RMSE,MAE,R2,Spearman,Train_Time,Optimized,Run_Mode
target_1,LME_PB_Close - US_Stock_VT_adj_close,1,LightGBM,0.014441008875464127,0.010605762686482174,-0.12297702871823124,0.06702203861338309,2.266122817993164,True,OPTIMIZED
target_2,LME_CA_Close - LME_ZS_Close,1,Ridge,0.012012943269333828,0.009378087210446698,-0.014827990748392361,0.04640316097352211,0.008129119873046875,False,OPTIMIZED
target_2,LME_CA_Close - LME_ZS_Close,1,Lasso,0.011933274617684305,0.009337508050541996,-0.0014121472961083903,0.0,0.005976676940917969,False,OPTIMIZED
target_2,LME_CA_Close - LME_ZS_Close,1,RandomForest,0.012085116004586864,0.009390215950204006,-0.02705862046675045,0.13168823704315608,0.41184306144714355,False,OPTIMIZED
target_2,LME_CA_Close - LME_ZS_Close,1,ElasticNet,0.011942651045973257,0.00933504401359895,-0.002986460868546592,0.07765036955572448,0.3002340793609619,True,OPTIMIZED
target_2,LME_CA_Close - LME_ZS_Close,1,XGBoost,0.011933322493729272,0.009337515045702656,-0.0014201826008684026,0.0,0.32943296432495117,True,OPTIMIZED
target_2,LME_CA_Close - LME_ZS_Close,1,LightGBM,0.011940086349641634,0.009370342215017377,-0.002555722420447104,0.12998558104411156,2.5145907402038574,True,OPTIMIZED
target_3,LME_AH_Close - LME_ZS_Close,1,Ridge,0.01236756882774835,0.00983789659841071,0.003954608034241636,0.08985037378561662,0.00726771354675293,False,OPTIMIZED
target_3,LME_AH_Close - LME_ZS_Close,1,Lasso,0.012399433198895114,0.009791197490603497,-0.0011845177832812137,0.0,0.005950450897216797,False,OPTIMIZED
target_3,LME_AH_Close - LME_ZS_Close,1,RandomForest,0.012244807328674463,0.009618511037384871,0.023630126520745143,0.12800648915219273,0.3771321773529053,False,OPTIMIZED
target_3,LME_AH_Close - LME_ZS_Close,1,ElasticNet,0.012366901395861262,0.009777625878954097,0.004062110895418192,0.0908573369345474,0.0032095909118652344,True,OPTIMIZED
target_3,LME_AH_Close - LME_ZS_Close,1,XGBoost,0.012399609409860336,0.009791337396420019,-0.0012129740749493578,0.0,0.20194387435913086,True,OPTIMIZED
target_3,LME_AH_Close - LME_ZS_Close,1,LightGBM,0.01238939471513744,0.009787621132869365,0.00043592824951776965,0.08350370246322882,0.3611023426055908,True,OPTIMIZED
target_4,LME_AH_Close - JPX_Gold_Standard_Futures_Close,1,Ridge,0.015615638057555904,0.011939183776675652,-0.14056881611044258,-0.021636690961844337,0.007063388824462891,False,OPTIMIZED
target_4,LME_AH_Close - JPX_Gold_Standard_Futures_Close,1,Lasso,0.014624201863299477,0.011121942109882993,-0.00033708915618979596,0.0,0.0052258968353271484,False,OPTIMIZED
target_4,LME_AH_Close - JPX_Gold_Standard_Futures_Close,1,RandomForest,0.014841575580083506,0.011262941751840585,-0.03029606484211933,-0.0018345480922168044,0.34089040756225586,False,OPTIMIZED
target_4,LME_AH_Close - JPX_Gold_Standard_Futures_Close,1,ElasticNet,0.014620868042327208,0.011129288584079914,0.0001189445708210668,0.11295334976316573,0.003207683563232422,True,OPTIMIZED
target_4,LME_AH_Close - JPX_Gold_Standard_Futures_Close,1,XGBoost,0.014624586436378895,0.011123495246840833,-0.00038970163743101693,0.0,0.14360570907592773,True,OPTIMIZED
target_4,LME_AH_Close - JPX_Gold_Standard_Futures_Close,1,LightGBM,0.014992169151653672,0.01124296999272648,-0.05131042773886607,-0.09996923776064881,0.9184410572052002,True,OPTIMIZED
target_5,LME_ZS_Close - JPX_Platinum_Standard_Futures_Close,1,Ridge,0.020228689697307956,0.015461569241620184,-0.04425872918647977,-0.059292118924020774,0.00640559196472168,False,OPTIMIZED
target_5,LME_ZS_Close - JPX_Platinum_Standard_Futures_Close,1,Lasso,0.01980821250326381,0.015073867324937063,-0.001297616409879243,0.0,0.0053479671478271484,False,OPTIMIZED
target_5,LME_ZS_Close - JPX_Platinum_Standard_Futures_Close,1,RandomForest,0.020664467521634842,0.015450382900669045,-0.08973537003424492,0.030788457168825275,0.3620333671569824,False,OPTIMIZED
target_5,LME_ZS_Close - JPX_Platinum_Standard_Futures_Close,1,ElasticNet,0.01985201598814772,0.015065969884866845,-0.005731011994678514,0.04386275846398546,0.004729270935058594,True,OPTIMIZED
target_5,LME_ZS_Close - JPX_Platinum_Standard_Futures_Close,1,XGBoost,0.019810914725976517,0.01507283739342172,-0.0015708277072286059,0.0,0.1596388816833496,True,OPTIMIZED
target_5,LME_ZS_Close - JPX_Platinum_Standard_Futures_Close,1,LightGBM,0.019883764653284876,0.015074966030553801,-0.00895044823943092,0.017200985789942846,0.7046070098876953,True,OPTIMIZED
target_6,LME_PB_Close - LME_AH_Close,1,Ridge,0.012911293496673783,0.009716346777686007,-0.0577278195559392,0.027160433740041977,0.007184028625488281,False,OPTIMIZED
target_6,LME_PB_Close - LME_AH_Close,1,Lasso,0.012554238892198713,0.00951479219182972,-3.499286045305361e-05,0.0,0.006997346878051758,False,OPTIMIZED
target_6,LME_PB_Close - LME_AH_Close,1,RandomForest,0.012936038306729321,0.009862923259957022,-0.0617860271789441,-0.08233002557462629,0.42989253997802734,False,OPTIMIZED
target_6,LME_PB_Close - LME_AH_Close,1,ElasticNet,0.012597153383307181,0.009538983229789503,-0.006883571037487268,0.05416732940590299,0.0053484439849853516,True,OPTIMIZED
target_6,LME_PB_Close - LME_AH_Close,1,XGBoost,0.012554021904564946,0.009518198672972489,-4.23922682291078e-07,0.0,0.21084117889404297,True,OPTIMIZED
target_6,LME_PB_Close - LME_AH_Close,1,LightGBM,0.014081405578192485,0.01087982941441366,-0.25813265515535,-0.033630106708961556,1.9990191459655762,True,OPTIMIZED
target_7,LME_ZS_Close - US_Stock_VYM_adj_close,1,Ridge,0.016428672421703885,0.012592417551724647,-0.018799412157796347,0.017322209611990328,0.008436918258666992,False,OPTIMIZED
target_7,LME_ZS_Close - US_Stock_VYM_adj_close,1,Lasso,0.016278421111412866,0.012298668910287193,-0.0002494099170882169,0.0,0.0056416988372802734,False,OPTIMIZED
target_7,LME_ZS_Close - US_Stock_VYM_adj_close,1,RandomForest,0.016854029182637096,0.012602472974216482,-0.07223808416158484,-0.05770945880860107,0.3897674083709717,False,OPTIMIZED
target_7,LME_ZS_Close - US_Stock_VYM_adj_close,1,ElasticNet,0.01624799629187995,0.012274082237275035,0.003486083601648704,0.08783302540064444,0.004467487335205078,True,OPTIMIZED
target_7,LME_ZS_Close - US_Stock_VYM_adj_close,1,XGBoost,0.01627844542292002,0.012298651164364648,-0.00025239762562301316,0.0,0.15567827224731445,True,OPTIMIZED
target_7,LME_ZS_Close - US_Stock_VYM_adj_close,1,LightGBM,0.016258533219750366,0.012316491697760355,0.002193173412401439,0.046255087045606144,0.46012330055236816,True,OPTIMIZED
target_8,US_Stock_IEMG_adj_close - JPX_Gold_Standard_Futures_Close,1,Ridge,0.015745577312414778,0.011552036916964983,-0.1606497079165956,0.01070121296132557,0.007658481597900391,False,OPTIMIZED
target_8,US_Stock_IEMG_adj_close - JPX_Gold_Standard_Futures_Close,1,Lasso,0.014615592794710674,0.010511595671560958,-3.881844711872695e-05,0.0,0.005836009979248047,False,OPTIMIZED
target_8,US_Stock_IEMG_adj_close - JPX_Gold_Standard_Futures_Close,1,RandomForest,0.018926870037161696,0.01377242143192084,-0.6770329248040681,-0.03028315107538843,0.3271164894104004,False,OPTIMIZED
target_8,US_Stock_IEMG_adj_close - JPX_Gold_Standard_Futures_Close,1,ElasticNet,0.015188024226507134,0.010915974979166425,-0.07990748535098713,-0.029837061207104738,0.09828996658325195,True,OPTIMIZED
target_8,US_Stock_IEMG_adj_close - JPX_Gold_Standard_Futures_Close,1,XGBoost,0.014615314541588344,0.010512541523659815,-7.411308191596078e-07,0.0,0.2265779972076416,True,OPTIMIZED
target_8,US_Stock_IEMG_adj_close - JPX_Gold_Standard_Futures_Close,1,LightGBM,0.014657181367155336,0.01054154683463852,-0.005738123255894179,-0.05384966941143824,0.5218677520751953,True,OPTIMIZED
target_9,FX_AUDJPY - LME_PB_Close,1,Ridge,0.012990314835039554,0.00991662951188024,-0.005976970080701749,0.030104888884465466,0.008385419845581055,False,OPTIMIZED
target_9,FX_AUDJPY - LME_PB_Close,1,Lasso,0.01295298389641847,0.009805500802806242,-0.00020342194531552948,0.0,0.005697965621948242,False,OPTIMIZED
target_9,FX_AUDJPY - LME_PB_Close,1,RandomForest,0.012804135298703017,0.009798698798432762,0.022652077715372587,0.12209956917304363,0.37685561180114746,False,OPTIMIZED
target_9,FX_AUDJPY - LME_PB_Close,1,ElasticNet,0.012894852993021722,0.009754955318853417,0.008753936662763806,0.13899276315216538,0.0032663345336914062,True,OPTIMIZED
target_9,FX_AUDJPY - LME_PB_Close,1,XGBoost,0.012952948358405434,0.00980543187477974,-0.00019793360474928967,0.0,0.3647031784057617,True,OPTIMIZED
target_9,FX_AUDJPY - LME_PB_Close,1,LightGBM,0.012911869933782707,0.00980324641279465,0.006135976516545072,0.10365748821539607,0.3959624767303467,True,OPTIMIZED
target_10,JPX_Platinum_Standard_Futures_Close - US_Stock_VGIT_adj_close,1,Ridge,0.01762243301249433,0.012972972882077808,-0.13331841558675417,0.017956923615191397,0.00799703598022461,False,OPTIMIZED
target_10,JPX_Platinum_Standard_Futures_Close - US_Stock_VGIT_adj_close,1,Lasso,0.016588511145898915,0.012200141470741124,-0.00423424473188283,0.0,0.005889415740966797,False,OPTIMIZED
target_10,JPX_Platinum_Standard_Futures_Close - US_Stock_VGIT_adj_close,1,RandomForest,0.01728845797800882,0.012689134177786804,-0.09076884854202527,-0.026601483543543206,0.3677527904510498,False,OPTIMIZED
target_10,JPX_Platinum_Standard_Futures_Close - US_Stock_VGIT_adj_close,1,ElasticNet,0.016613163035828774,0.012232463370163182,-0.007221211648172465,0.0875676776485095,0.0036873817443847656,True,OPTIMIZED
